real_sentence,target_word,mean_accuracy,mean_confidence.,mean_num_words_revealed,target_word_position,mean_rt_before_guess,real_passage,jabber_passage,unmasked_ff_entropy,baseline_entropy,baseline_entropy.1,greedy_words,greedy_indices,greedy_entropy,greedy_ig,most_masked_n,most_masked_words,most_masked_indices,some_masked_n,some_masked_words,some_masked_indices
The colorful painting supplies inside the artist's studio sparked creative inspiration that led them to create an outstanding piece of art.,studio,0.251834046,2.263157895,5.912280702,7,35988.49123,The colorful painting supplies inside the artist's studio sparked creative inspiration that led them to create an outstanding piece of art.,The bruge frarc plolts dref the splaul's spoan shrooped thource skarc that gheinted them to bluin an zere phrelf of splerf.,2.7707837,5.014175,5.014175,"[""creative"", ""led"", ""art."", ""create"", ""painting"", ""artist's"", ""piece"", ""colorful"", ""inside"", ""inspiration"", ""outstanding"", ""supplies"", ""sparked""]","[9, 12, 20, 15, 2, 6, 18, 1, 4, 10, 17, 3, 8]","[2.86387, 2.154783, 2.054399, 2.447194, 2.725659, 2.792263, 2.25063, 2.127999, 2.517512, 2.460155, 2.336553, 3.564667, 3.324596]","[2.150305, 0.709088, 0.100384, -0.392796, -0.278465, -0.066604, 0.541633, 0.122632, -0.389513, 0.057358, 0.123602, -1.228115, 0.240071]",3,"[""creative"", ""led"", ""art.""]","[9, 12, 20]",5,"[""creative"", ""led"", ""art."", ""create"", ""painting""]","[9, 12, 20, 15, 2]"
"The elderly woman approached the park slowly, clutching her bag close to her chest. She paused by the fountain, observing her own image in the water.",woman,0.730699312,2.830508475,5.542372881,2,22509.42373,"The elderly woman approached the park slowly, clutching her bag close to her chest. She paused by the fountain, observing her own image in the water.","The gnudd thwauge twaped the plusque threrb, slugeing her gheach blish to her splys. She shrooshed by the scight, pralphing her own driff in the blurch.",3.4620464,7.451259,7.451259,"[""elderly"", ""approached"", ""chest."", ""water."", ""paused"", ""fountain,"", ""observing"", ""image"", ""close"", ""clutching"", ""slowly,"", ""park"", ""bag""]","[1, 3, 13, 25, 15, 18, 19, 22, 10, 7, 6, 5, 9]","[2.456234, 0.841242, 0.690868, 0.578115, 0.557663, 0.540754, 0.513278, 0.555889, 0.608327, 0.640358, 0.673849, 0.724718, 0.770272]","[4.995025, 1.614993, 0.150374, 0.112753, 0.020452, 0.016909, 0.027476, -0.04261, -0.052439, -0.03203, -0.033491, -0.050869, -0.045554]",3,"[""elderly"", ""approached"", ""chest.""]","[1, 3, 13]",5,"[""elderly"", ""approached"", ""chest."", ""water."", ""paused""]","[1, 3, 13, 25, 15]"
"The flickering candlelight illuminated the dusty attic, revealing hidden treasures. A faded tapestry depicting a mythical creature lay draped across an ancient chest.",chest,0.245665587,1.796610169,7.93220339,22,38344.32203,"The flickering candlelight illuminated the dusty attic, revealing hidden treasures. A faded tapestry depicting a mythical creature lay draped across an ancient chest.","The trerk dweuce thonched the frabe scosque, shynching grurr crachs. A thrale glalse knigning a spaive lauce shumf ghybeed knaff an blalf dreff.",1.6668924,0.520295,0.520295,"[""draped"", ""across"", ""hidden"", ""illuminated"", ""attic,"", ""faded"", ""dusty"", ""depicting"", ""tapestry"", ""mythical"", ""flickering"", ""candlelight"", ""creature"", ""lay"", ""revealing"", ""treasures."", ""ancient""]","[18, 19, 8, 3, 6, 11, 5, 13, 12, 15, 1, 2, 16, 17, 7, 9, 21]","[0.171202, 0.108098, 0.081138, 0.071116, 0.051177, 0.040076, 0.036769, 0.032992, 0.025336, 0.020569, 0.015971, 0.017133, 0.02251, 0.019591, 0.029519, 0.071493, 0.1117]","[0.349094, 0.063104, 0.02696, 0.010022, 0.019939, 0.0111, 0.003308, 0.003777, 0.007655, 0.004767, 0.004598, -0.001162, -0.005377, 0.002918, -0.009928, -0.041974, -0.040206]",3,"[""draped"", ""across"", ""hidden""]","[18, 19, 8]",7,"[""draped"", ""across"", ""hidden"", ""illuminated"", ""attic,"", ""faded"", ""dusty""]","[18, 19, 8, 3, 6, 11, 5]"
"The late afternoon sun cast long shadows across the abandoned cornfield, illuminating dust motes dancing in the air. A lone oak tree, gnarled and ancient, stood sentinel over the field, its branches reaching towards the setting sun. The rusty hinges of an old barn creaked as if they were warning against trespassers.",barn,0.266970626,2.737704918,9.491803279,43,33507.67213,"The late afternoon sun cast long shadows across the abandoned cornfield, illuminating dust motes dancing in the air. A lone oak tree, gnarled and ancient, stood sentinel over the field, its branches reaching towards the setting sun. The rusty hinges of an old barn creaked as if they were warning against trespassers.","The smool thrane dwelk flusp nyme frulls squrse the crelched preik, dwawping brauce churses swozing in the gwomb. A grune reese spreme, dwolled and norb, gwarseed frolf over the yerb, its shrins symeing honge the frurf dwelk. The snurn thagues of an shumf braph gluthed as if they were phlalking against shragues.",2.534544,6.49137,6.49137,"[""hinges"", ""rusty"", ""setting"", ""late"", ""oak"", ""ancient,"", ""gnarled"", ""afternoon"", ""long"", ""towards"", ""cast"", ""abandoned"", ""dust"", ""across"", ""sun"", ""illuminating"", ""dancing"", ""shadows"", ""stood"", ""motes"", ""field,"", ""sun."", ""creaked"", ""branches"", ""warning"", ""sentinel"", ""trespassers."", ""cornfield,"", ""lone"", ""air."", ""reaching"", ""tree,"", ""old""]","[39, 38, 35, 1, 20, 24, 22, 2, 5, 33, 4, 9, 12, 7, 3, 11, 14, 6, 25, 13, 29, 36, 44, 31, 49, 26, 51, 10, 19, 17, 32, 21, 42]","[5.200147, 4.507478, 3.741413, 3.191507, 2.924615, 2.834627, 2.441997, 2.474425, 2.484929, 2.568084, 2.628861, 2.665206, 2.572406, 2.490686, 2.566145, 2.650121, 2.678071, 2.741843, 2.817724, 2.796716, 2.670341, 2.015154, 0.856986, 0.729513, 0.63433, 0.56889, 0.53595, 0.484253, 0.473148, 0.485186, 0.490885, 0.499138, 0.98861]","[1.291224, 0.692669, 0.766064, 0.549906, 0.266892, 0.089988, 0.39263, -0.032428, -0.010504, -0.083155, -0.060777, -0.036345, 0.0928, 0.08172, -0.075459, -0.083976, -0.02795, -0.063771, -0.075881, 0.021008, 0.126375, 0.655187, 1.158168, 0.127474, 0.095183, 0.06544, 0.032939, 0.051698, 0.011104, -0.012038, -0.005699, -0.008253, -0.489472]",7,"[""hinges"", ""rusty"", ""setting"", ""late"", ""oak"", ""ancient,"", ""gnarled""]","[39, 38, 35, 1, 20, 24, 22]",13,"[""hinges"", ""rusty"", ""setting"", ""late"", ""oak"", ""ancient,"", ""gnarled"", ""afternoon"", ""long"", ""towards"", ""cast"", ""abandoned"", ""dust""]","[39, 38, 35, 1, 20, 24, 22, 2, 5, 33, 4, 9, 12]"
"The late afternoon sun cast long shadows across the abandoned cornfield, illuminating dust motes dancing in the air. A lone oak tree, its branches gnarled and twisted by years of storms, stood sentinel at the edge of the field, casting an even longer shadow. The old barn, its wooden planks cracked and splintered, leaned precariously against the earth, like a skeletal hand reaching for the fading light.",barn,0.282262003,2.245614035,13.80701754,46,43507.17544,"The late afternoon sun cast long shadows across the abandoned cornfield, illuminating dust motes dancing in the air. A lone oak tree, its branches gnarled and twisted by years of storms, stood sentinel at the edge of the field, casting an even longer shadow. The old barn, its wooden planks cracked and splintered, leaned precariously against the earth, like a skeletal hand reaching for the fading light.","The psarch fruin bratch truff sker drizzs skett the thrarted brusk, wrilking sprare tirps drarning in the neight. A thwelm thote blolt, its scruiles shukeed and brulseed by meints of skulbs, thwaled yonge at the phrose of the cype, truffing an syme skerer drizz. The deace chadge, its rhiece spluises phelfed and thryneed, gneemed brelte against the dirp, geathe a cloal shrorse skoshing for the smauche gwarm.",4.0002556,5.331369,5.331369,"[""planks"", ""cracked"", ""tree,"", ""earth,"", ""like"", ""cornfield,"", ""wooden"", ""abandoned"", ""dancing"", ""precariously"", ""shadows"", ""afternoon"", ""sentinel"", ""storms,"", ""stood"", ""field,"", ""edge"", ""cast"", ""motes"", ""light."", ""fading"", ""hand"", ""oak"", ""dust"", ""long"", ""branches"", ""late"", ""across"", ""lone"", ""skeletal"", ""years"", ""sun"", ""twisted"", ""reaching"", ""longer"", ""even"", ""gnarled"", ""illuminating"", ""air."", ""splintered,"", ""casting"", ""leaned"", ""shadow."", ""old""]","[49, 50, 21, 57, 58, 10, 48, 9, 14, 54, 6, 2, 32, 30, 31, 38, 35, 4, 13, 66, 65, 61, 20, 12, 5, 23, 1, 7, 19, 60, 28, 3, 26, 62, 42, 41, 24, 11, 17, 52, 39, 53, 43, 45]","[3.450136, 2.419885, 1.594776, 1.236986, 0.96021, 0.699755, 0.565379, 0.501795, 0.446215, 0.417994, 0.394256, 0.377126, 0.35001, 0.300175, 0.264039, 0.229917, 0.207951, 0.195627, 0.178876, 0.169161, 0.16089, 0.157427, 0.154367, 0.155047, 0.159485, 0.165534, 0.171464, 0.180404, 0.192518, 0.21078, 0.237341, 0.275239, 0.330223, 0.401792, 0.514661, 0.603164, 0.733483, 0.933014, 1.041645, 0.716372, 0.368823, 0.291213, 0.056616, 0.056148]","[1.881234, 1.030251, 0.825109, 0.35779, 0.276776, 0.260455, 0.134376, 0.063584, 0.055579, 0.028221, 0.023739, 0.01713, 0.027116, 0.049835, 0.036136, 0.034122, 0.021966, 0.012324, 0.016751, 0.009715, 0.008271, 0.003463, 0.00306, -0.00068, -0.004438, -0.006049, -0.00593, -0.008941, -0.012113, -0.018262, -0.026561, -0.037899, -0.054984, -0.071569, -0.112869, -0.088503, -0.13032, -0.199531, -0.108631, 0.325273, 0.347549, 0.077609, 0.234598, 0.000468]",9,"[""planks"", ""cracked"", ""tree,"", ""earth,"", ""like"", ""cornfield,"", ""wooden"", ""abandoned"", ""dancing""]","[49, 50, 21, 57, 58, 10, 48, 9, 14]",18,"[""planks"", ""cracked"", ""tree,"", ""earth,"", ""like"", ""cornfield,"", ""wooden"", ""abandoned"", ""dancing"", ""precariously"", ""shadows"", ""afternoon"", ""sentinel"", ""storms,"", ""stood"", ""field,"", ""edge"", ""cast""]","[49, 50, 21, 57, 58, 10, 48, 9, 14, 54, 6, 2, 32, 30, 31, 38, 35, 4]"
"The leather-bound volume, its spine cracked and edges frayed, sat nestled amongst stacks of yellowed legal documents on the dusty archive shelf. A subtle, yet distinct, scent of archival tobacco lingered in the air, a reminder of past research sessions held within these walls.",dusty,0.334351915,1.86440678,10.91525424,19,47566.9322,"The leather-bound volume, its spine cracked and edges frayed, sat nestled amongst stacks of yellowed legal documents on the dusty archive shelf. A subtle, yet distinct, scent of archival tobacco lingered in the air, a reminder of past research sessions held within these walls.","The twoar-ghilm prurg, its ghight phreaned and fusps fluched, thirted thrarceed twuch gwulps of spruch phalf pagues on the strasp splelt yarse. A dwoath, wheace wroaf, whirge of squin bratch thworceed in the julge, a predge of glaun scule phonges strilgeed dreave these whealts.",2.5295255,6.964803,6.964803,"[""shelf."", ""stacks"", ""legal"", ""volume,"", ""spine"", ""documents"", ""tobacco"", ""archival"", ""leather-bound"", ""within"", ""past"", ""sessions"", ""research"", ""air,"", ""held"", ""scent"", ""subtle,"", ""distinct,"", ""yet"", ""reminder"", ""nestled"", ""sat"", ""lingered"", ""cracked"", ""amongst"", ""yellowed"", ""frayed,"", ""edges"", ""walls."", ""archive""]","[21, 12, 15, 2, 4, 16, 29, 28, 1, 41, 37, 39, 38, 33, 40, 26, 23, 25, 24, 35, 10, 9, 30, 5, 11, 14, 8, 7, 43, 20]","[4.305103, 3.428091, 2.591077, 2.410002, 2.230552, 2.195587, 2.249741, 2.2124, 2.215632, 2.279832, 2.319933, 2.309753, 2.340003, 2.382256, 2.476498, 2.569062, 2.620987, 2.683034, 2.759887, 2.886852, 3.020194, 3.095154, 3.187787, 3.292475, 3.572279, 3.819667, 3.833027, 3.873868, 4.169358, 5.094058]","[2.6597, 0.877012, 0.837014, 0.181076, 0.179449, 0.034966, -0.054154, 0.037341, -0.003232, -0.0642, -0.040101, 0.01018, -0.030251, -0.042252, -0.094242, -0.092565, -0.051925, -0.062047, -0.076853, -0.126966, -0.133342, -0.07496, -0.092633, -0.104688, -0.279804, -0.247388, -0.01336, -0.040842, -0.295489, -0.9247]",6,"[""shelf."", ""stacks"", ""legal"", ""volume,"", ""spine"", ""documents""]","[21, 12, 15, 2, 4, 16]",12,"[""shelf."", ""stacks"", ""legal"", ""volume,"", ""spine"", ""documents"", ""tobacco"", ""archival"", ""leather-bound"", ""within"", ""past"", ""sessions""]","[21, 12, 15, 2, 4, 16, 29, 28, 1, 41, 37, 39]"
"The leather-bound volume, its spine cracked and faded, sat nestled amongst stacks of yellowed legal documents on a dusty shelf, in a dimly lit law library. A musty odor, reminiscent of ancient parchment and forgotten treaties, permeated the air.",dusty,0.29953191,2.305084746,8.203389831,18,32454.86441,"The leather-bound volume, its spine cracked and faded, sat nestled amongst stacks of yellowed legal documents on a dusty shelf, in a dimly lit law library. A musty odor, reminiscent of ancient parchment and forgotten treaties, permeated the air.","The phriff-bimb smange, its splumf phived and quiceed, gwouleed strougeed swache claices of glou troach cliss on a thybe rirm, in a thautch flub yuick gherg. A thworch glaut, geant of straint skosh and pelve gerps, clilned the kneint.",1.5028998,7.2309,7.2309,"[""shelf,"", ""leather-bound"", ""dimly"", ""parchment"", ""sat"", ""air."", ""stacks"", ""musty"", ""permeated"", ""lit"", ""documents"", ""amongst"", ""cracked"", ""odor,"", ""volume,"", ""reminiscent"", ""legal"", ""nestled"", ""faded,"", ""yellowed"", ""treaties,"", ""spine"", ""forgotten"", ""ancient"", ""law"", ""library.""]","[19, 1, 22, 32, 8, 38, 11, 27, 36, 23, 15, 10, 5, 28, 2, 29, 14, 9, 7, 13, 35, 4, 34, 31, 24, 25]","[5.448766, 4.578518, 4.243103, 4.022285, 3.815836, 3.627465, 3.478402, 3.34571, 3.24525, 3.146979, 3.080677, 3.001307, 2.955303, 2.906423, 2.875083, 2.863454, 2.854141, 2.848235, 2.83815, 2.755693, 2.73483, 2.71342, 2.710385, 2.733794, 2.904968, 2.876935]","[1.782134, 0.870248, 0.335415, 0.220818, 0.206449, 0.188372, 0.149063, 0.132692, 0.100461, 0.098271, 0.066302, 0.07937, 0.046005, 0.048879, 0.031341, 0.011629, 0.009313, 0.005905, 0.010085, 0.082457, 0.020863, 0.02141, 0.003035, -0.02341, -0.171173, 0.028032]",5,"[""shelf,"", ""leather-bound"", ""dimly"", ""parchment"", ""sat""]","[19, 1, 22, 32, 8]",10,"[""shelf,"", ""leather-bound"", ""dimly"", ""parchment"", ""sat"", ""air."", ""stacks"", ""musty"", ""permeated"", ""lit""]","[19, 1, 22, 32, 8, 38, 11, 27, 36, 23]"
The novel held my complete attention; I found it impossible to stop once started reading.,reading,0.463383959,2.033898305,4.491525424,14,38873.28814,The novel held my complete attention; I found it impossible to stop once started reading.,The clilk slessed my glou frier; I yirted it thrawn to glym once phrean jach.,1.103490829,0.08137,0.08137,"[""held"", ""impossible"", ""stop"", ""started"", ""attention;"", ""complete"", ""found"", ""novel""]","[2, 9, 11, 13, 5, 4, 7, 1]","[0.066007, 0.063194, 0.055025, 0.048199, 0.039301, 0.030445, 0.033109, 0.04784]","[0.015363, 0.002812, 0.008169, 0.006826, 0.008899, 0.008856, -0.002664, -0.01473]",2,"[""held"", ""impossible""]","[2, 9]",3,"[""held"", ""impossible"", ""stop""]","[2, 9, 11]"
"The old man sat on the porch swing, listening to the rhythmic chirping of the crickets. The gentle breeze rustled the leaves, creating a symphony of sounds.",breeze,0.537559589,2.910714286,5.839285714,18,25056.53571,"The old man sat on the porch swing, listening to the rhythmic chirping of the crickets. The gentle breeze rustled the leaves, creating a symphony of sounds.","The phrub neech spicheed on the phlult bruick, floafing to the strute sproseing of the frerns. The flusp swalph shrereed the crornes, kneaming a psool of shulbs.",1.4513763,7.508965,7.508965,"[""man"", ""crickets."", ""sat"", ""swing,"", ""porch"", ""rustled"", ""leaves,"", ""creating"", ""symphony"", ""chirping"", ""old"", ""rhythmic"", ""listening"", ""sounds."", ""gentle""]","[2, 15, 3, 7, 6, 19, 21, 22, 24, 12, 1, 11, 8, 26, 17]","[3.993076, 3.201532, 1.943816, 2.671775, 3.309263, 3.515391, 0.780014, 0.597986, 0.524998, 0.465488, 0.453048, 0.437498, 0.439903, 0.448158, 0.644876]","[3.515889, 0.791544, 1.257716, -0.727959, -0.637488, -0.206128, 2.735377, 0.182028, 0.072988, 0.05951, 0.012441, 0.015549, -0.002404, -0.008255, -0.196718]",3,"[""man"", ""crickets."", ""sat""]","[2, 15, 3]",6,"[""man"", ""crickets."", ""sat"", ""swing,"", ""porch"", ""rustled""]","[2, 15, 3, 7, 6, 19]"
"The old woman carefully walked towards the park, her bag clutched tightly in her hands. She stopped by the fountain and gazed at the reflection of the sky.",woman,0.740918729,2.701754386,5.771929825,2,23436.85965,"The old woman carefully walked towards the park, her bag clutched tightly in her hands. She stopped by the fountain and gazed at the reflection of the sky.","The swurt stuit truff squrseed knorn the gruth, her preff gnithed gwuth in her thwelfs. She gheached by the ooch and scisked at the rirm of the stirque.",4.3365912,6.225861,6.225861,"[""walked"", ""old"", ""carefully"", ""park,"", ""hands."", ""reflection"", ""sky."", ""tightly"", ""gazed"", ""stopped"", ""clutched"", ""towards"", ""fountain"", ""bag""]","[4, 1, 3, 7, 14, 24, 27, 11, 21, 16, 10, 5, 19, 9]","[4.488204, 3.23863, 1.052833, 0.680839, 0.575532, 0.529433, 0.497851, 0.466101, 0.442478, 0.424362, 0.41669, 0.421186, 0.440554, 0.522682]","[1.737657, 1.249574, 2.185797, 0.371995, 0.105306, 0.046099, 0.031582, 0.03175, 0.023623, 0.018116, 0.007672, -0.004497, -0.019367, -0.082129]",3,"[""walked"", ""old"", ""carefully""]","[4, 1, 3]",6,"[""walked"", ""old"", ""carefully"", ""park,"", ""hands."", ""reflection""]","[4, 1, 3, 7, 14, 24]"
The old woman sat on the porch swing. She watched the sun slowly dip below the horizon.,sat,0.702333995,2.614035088,4.263157895,3,19340.94737,The old woman sat on the porch swing. She watched the sun slowly dip below the horizon.,The fuite twouch blalfed on the splelve snaitch. She girgeed the thradd knerb knunt below the skorgue.,2.996272087,6.374142,6.374142,"[""woman"", ""swing."", ""porch"", ""sun"", ""watched"", ""slowly"", ""old"", ""dip"", ""horizon.""]","[2, 7, 6, 11, 9, 12, 1, 13, 16]","[4.269402, 1.910322, 0.977585, 0.688337, 0.573211, 0.516954, 0.470623, 0.437754, 0.436528]","[2.10474, 2.359079, 0.932737, 0.289248, 0.115127, 0.056257, 0.046331, 0.032869, 0.001227]",2,"[""woman"", ""swing.""]","[2, 7]",4,"[""woman"", ""swing."", ""porch"", ""sun""]","[2, 7, 6, 11]"
"The renowned painter, known for his hyperrealistic portraits, carefully applied layers of oil paint onto a pristine white linen canvas, painstakingly recreating the intricate details of a weathered, bronze sculpture.",canvas,0.426462703,2.338983051,7.491525424,19,41503.66102,"The renowned painter, known for his hyperrealistic portraits, carefully applied layers of oil paint onto a pristine white linen canvas, painstakingly recreating the intricate details of a weathered, bronze sculpture.","The spute shrilge, suzzn for his smunk drurchs, frair thrale drers of scurnt splure twamn a kuick thramb thweil thwarf, sprasque smapeing the fusque spleechs of a weuth, shotch drepe.",0.14460798,4.053776,4.053776,"[""painter,"", ""portraits,"", ""recreating"", ""onto"", ""carefully"", ""layers"", ""intricate"", ""sculpture."", ""bronze"", ""applied"", ""hyperrealistic"", ""oil"", ""known"", ""weathered,"", ""details"", ""paint"", ""renowned"", ""painstakingly"", ""white"", ""pristine"", ""linen""]","[2, 7, 21, 14, 8, 10, 23, 29, 28, 9, 6, 12, 3, 27, 24, 13, 1, 20, 17, 16, 18]","[2.144136, 2.063732, 1.516761, 0.61051, 0.420333, 0.357719, 0.350768, 0.346397, 0.33792, 0.36499, 0.359399, 0.351002, 0.355467, 0.375332, 0.396952, 0.432401, 0.531527, 0.912978, 0.487745, 0.509006, 1.052252]","[1.90964, 0.080404, 0.546971, 0.906251, 0.190178, 0.062614, 0.006951, 0.004371, 0.008477, -0.027069, 0.005591, 0.008397, -0.004465, -0.019865, -0.02162, -0.035448, -0.099127, -0.381451, 0.425233, -0.021261, -0.543246]",4,"[""painter,"", ""portraits,"", ""recreating"", ""onto""]","[2, 7, 21, 14]",8,"[""painter,"", ""portraits,"", ""recreating"", ""onto"", ""carefully"", ""layers"", ""intricate"", ""sculpture.""]","[2, 7, 21, 14, 8, 10, 23, 29]"
The soft glow of the flickering candle provided illumination as it revealed items concealed within the cluttered attic space. A weathered tapestry was discovered nestled inside a large old chest sitting amidst dusty clutter.,chest,0.277871167,2.229508197,10.29508197,29,47860.37705,The soft glow of the flickering candle provided illumination as it revealed items concealed within the cluttered attic space. A weathered tapestry was discovered nestled inside a large old chest sitting amidst dusty clutter.,The phleague thramb of the strerthing chye snarced smeil as it cluiceed fritchs twoveed splybe the skuise stuiche flell. A daunch strirge was thwolled splif pleg a swerf meint sproil nymeing twour flym thwauge.,0.8125607,3.983664,3.983664,"[""flickering"", ""space."", ""items"", ""cluttered"", ""revealed"", ""within"", ""soft"", ""concealed"", ""weathered"", ""provided"", ""glow"", ""nestled"", ""candle"", ""illumination"", ""tapestry"", ""attic"", ""inside"", ""sitting"", ""clutter."", ""dusty"", ""discovered"", ""large"", ""old"", ""amidst""]","[5, 18, 12, 16, 11, 14, 1, 13, 20, 7, 2, 24, 6, 8, 21, 17, 25, 30, 33, 32, 23, 27, 28, 31]","[2.262023, 1.605287, 1.556333, 1.489894, 1.463105, 1.718529, 2.215792, 2.495625, 2.390892, 2.696221, 3.199319, 3.587591, 3.666495, 3.756904, 3.710014, 3.719471, 3.805479, 4.068315, 2.65743, 2.434808, 2.806594, 3.011069, 3.814454, 4.339699]","[1.721641, 0.656736, 0.048954, 0.066439, 0.026789, -0.255424, -0.497263, -0.279833, 0.104733, -0.305329, -0.503098, -0.388272, -0.078904, -0.090409, 0.04689, -0.009456, -0.086008, -0.262836, 1.410885, 0.222622, -0.371786, -0.204475, -0.803385, -0.525245]",5,"[""flickering"", ""space."", ""items"", ""cluttered"", ""revealed""]","[5, 18, 12, 16, 11]",10,"[""flickering"", ""space."", ""items"", ""cluttered"", ""revealed"", ""within"", ""soft"", ""concealed"", ""weathered"", ""provided""]","[5, 18, 12, 16, 11, 14, 1, 13, 20, 7]"
The substantial amount of proof against him did not deter the defendant’s insistence upon remaining innocent. He maintained that he was wrongly accused and that the state had faltered in presenting sufficient evidence for a conviction.,defendant,0.367323868,2.413793103,5.896551724,11,42054.2931,The substantial amount of proof against him did not deter the defendant’s insistence upon remaining innocent. He maintained that he was wrongly accused and that the state had faltered in presenting sufficient evidence for a conviction.,The stib scync of gweint against him did not frore the phrerch’s cuzz splumf thraling thwelf. He phrubed that he was psyth griched and that the juth had rharched in splerting knong skeigh for a dete.,4.6591234,6.892599,6.892599,"[""innocent."", ""proof"", ""substantial"", ""evidence"", ""sufficient"", ""faltered"", ""presenting"", ""maintained"", ""deter"", ""remaining"", ""conviction."", ""amount"", ""wrongly"", ""state"", ""accused"", ""upon"", ""insistence""]","[15, 4, 1, 32, 31, 28, 30, 17, 9, 14, 35, 2, 21, 26, 22, 13, 12]","[5.674399, 5.038917, 4.721601, 4.73604, 4.661602, 4.631008, 4.630391, 4.728579, 4.753161, 4.489364, 4.026286, 3.816559, 3.886708, 3.995387, 4.219412, 4.493045, 5.35959]","[1.2182, 0.635482, 0.317316, -0.014439, 0.074439, 0.030594, 0.000617, -0.098187, -0.024582, 0.263797, 0.463078, 0.209727, -0.070149, -0.108679, -0.224025, -0.273633, -0.866545]",3,"[""innocent."", ""proof"", ""substantial""]","[15, 4, 1]",7,"[""innocent."", ""proof"", ""substantial"", ""evidence"", ""sufficient"", ""faltered"", ""presenting""]","[15, 4, 1, 32, 31, 28, 30]"
"The tempestuous rain poured down hard, generating an unsettling symphony for listeners both near and far; alone at its epicenter was a solitary figure standing by the precipice. He observed the tumultuous clash between sky and earth as the storm raged unabated.",figure,0.194335029,1.879310345,8.034482759,23,50743.5,"The tempestuous rain poured down hard, generating an unsettling symphony for listeners both near and far; alone at its epicenter was a solitary figure standing by the precipice. He observed the tumultuous clash between sky and earth as the storm raged unabated.","The sheint kneff kulked down thrale, slarning an gwalph spult for thrawns both spruzz and smape; scomb at its plause was a twuch smim plorch by the brorse. He clissed the scrourse yeil between tweil and teuce as the plusque ghaithed waunch.",2.3038135,6.947212,6.947212,"[""standing"", ""solitary"", ""precipice."", ""unsettling"", ""near"", ""tempestuous"", ""clash"", ""poured"", ""generating"", ""sky"", ""rain"", ""hard,"", ""unabated."", ""tumultuous"", ""symphony"", ""listeners"", ""earth"", ""raged"", ""storm"", ""far;"", ""observed"", ""epicenter"", ""alone""]","[24, 22, 27, 8, 13, 1, 32, 3, 6, 34, 2, 5, 41, 31, 9, 11, 36, 40, 39, 15, 29, 19, 16]","[5.390851, 3.554045, 1.92741, 1.333587, 1.091143, 0.90346, 0.823816, 0.762858, 0.684516, 0.674191, 0.608345, 0.643575, 0.688881, 0.683691, 0.790848, 0.800602, 0.880148, 0.996155, 1.06714, 1.299484, 1.374711, 1.684911, 2.393768]","[1.556361, 1.836806, 1.626635, 0.593823, 0.242444, 0.187682, 0.079644, 0.060958, 0.078341, 0.010325, 0.065847, -0.03523, -0.045306, 0.00519, -0.107157, -0.009754, -0.079546, -0.116007, -0.070984, -0.232344, -0.075227, -0.3102, -0.708857]",5,"[""standing"", ""solitary"", ""precipice."", ""unsettling"", ""near""]","[24, 22, 27, 8, 13]",9,"[""standing"", ""solitary"", ""precipice."", ""unsettling"", ""near"", ""tempestuous"", ""clash"", ""poured"", ""generating""]","[24, 22, 27, 8, 13, 1, 32, 3, 6]"
"The vibrant colors of the sunset created a stunning display. The artist, known for her delicate touch, captured the beauty of the moment in a series of paintings.",paintings,0.491843664,2.355932203,6.677966102,27,32484.35593,"The vibrant colors of the sunset created a stunning display. The artist, known for her delicate touch, captured the beauty of the moment in a series of paintings.","The gwoath pruges of the meph wrolted a phrick zimn. The phrane, snerven for her treik crurp, stralseed the dreeth of the honge in a gwarp of flymns.",3.8053875,1.008389,1.008389,"[""touch,"", ""moment"", ""display."", ""beauty"", ""colors"", ""vibrant"", ""sunset"", ""stunning"", ""created"", ""delicate"", ""captured"", ""known"", ""series"", ""artist,""]","[16, 22, 9, 19, 2, 1, 5, 8, 6, 15, 17, 12, 25, 11]","[0.534023, 0.377965, 0.275934, 0.207785, 0.169869, 0.145817, 0.13983, 0.15488, 0.160473, 0.169473, 0.174299, 0.196114, 0.314059, 0.505499]","[0.474366, 0.156057, 0.102031, 0.06815, 0.037916, 0.024052, 0.005987, -0.01505, -0.005593, -0.009, -0.004826, -0.021815, -0.117945, -0.19144]",3,"[""touch,"", ""moment"", ""display.""]","[16, 22, 9]",6,"[""touch,"", ""moment"", ""display."", ""beauty"", ""colors"", ""vibrant""]","[16, 22, 9, 19, 2, 1]"
